,company,rating,location,headquarters,company_size,revenue,glassdoor_awards,other_awards,interview_difficulty
1068,Flow Science,5.0,United States,NA,NA,NA,NA,NA,NA
1069,iBusiness Solution,5.0,United States,NA,NA,NA,NA,NA,NA
1070,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3.3
1071,Microsoft,4.3,"['WA', 'WA', 'WA', 'MA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'CA', 'NC', 'WA', 'WA', 'WA', 'CA', 'CA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'WA']",NA,NA,NA,NA,NA,3.1
1072,Cisco Systems,4.2,"['NC', 'CA', 'CA', 'NC', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'NC', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3
1073,Intel Corporation,4.1,"['OR', 'OR', 'CA', 'AZ', 'CA', 'CA', 'AZ', 'Mexico', 'OR', 'AZ', 'CA', 'CA', 'OR', 'CA', 'AZ', 'OR', 'AZ', 'NM', 'CA', 'CA', 'Costa Rica', 'CA', 'AZ', 'CA', 'AZ']","Berkeley, CA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,3
1074,Apple,4.1,"['TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3
1075,Amazon,3.9,"['WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'VA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA']",NA,NA,NA,NA,NA,3
1076,IBM,3.8,"['VA', 'VA', 'VA', 'MD', 'VA', 'VA', 'VA', 'VA', 'MD', 'MD', 'MD', 'VA', 'MD', 'VA', 'VA', 'MD', 'NY', 'NC', 'VA', 'MD', 'MD', 'VA', 'VA', 'DC', 'VA']",NA,NA,NA,NA,NA,2.8
1077,Tata Consultancy Services,3.7,"['GA', 'NJ', 'IL', 'NJ', 'NY', 'NC', 'IL', 'OH', 'OH', 'NJ', 'NJ', 'NJ', 'TX', 'FL', 'NJ', 'NJ', 'NJ', 'MN', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NJ', 'AZ', 'NJ', 'NJ', 'TX', 'CA', 'IL', 'NJ', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ']",NA,NA,NA,NA,NA,2.7
1078,Infosys,3.1,"['NY', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'MS', 'PA', 'TN', 'TX', 'NJ', 'NY', 'NY', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'CA', 'NY']","Columbia, MD",1 to 50 employees, $1 to $5 million (USD) per year,0,0,2.6
1079,Wipro,2.9,"['GA', 'MA', 'OH', 'CA', 'OH', 'TX', 'TX', 'CA', 'MN', 'CA', 'NY', 'CA', 'MA', 'MN', 'VA', 'CA', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,2.8
1080,Cytracom,5.0,450 Century Parkway ,NA,NA,NA,NA,NA,2.7
1081,Moveworks,5.0,909 San Rafael Ave ,NA,NA,NA,NA,NA,3.1
1082,Solv,5.0,144 2nd Street ,NA,NA,NA,NA,NA,3
1083,Mystery.org,5.0,United States,NA,NA,NA,NA,NA,NA
1084,Pricefx,5.0,"150 N Riverside Plaza, Suite 4220 ","Mountain View, CA",10000+ employees, $10+ billion (USD) per year,1,1,3.2
1085,Trove,5.0,United States,"Redmond, WA",10000+ employees, $10+ billion (USD) per year,1,1,3
1086,PicnicHealth,5.0,United States,"San Jose, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
1087,DataFox,5.0,835 Howard Street ,"Santa Clara, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
1088,Phoenix Operations Group,5.0,"['MD', 'MD', 'SC', 'MD', 'VA']","Cupertino, CA",10000+ employees, $10+ billion (USD) per year,1,1,1
1089,Gladly,5.0,"['MA', 'CA']","Seattle, WA",10000+ employees, $10+ billion (USD) per year,1,1,3
1090,Rite Software Solutions & Services,5.0,United States,"Armonk, NY",10000+ employees, $10+ billion (USD) per year,0,1,NA
1091,Cognition Corp,5.0,24 Hartwell Ave ,Mumbai (India),10000+ employees, $10+ billion (USD) per year,1,1,3.3
1092,Saram Solutions,5.0,United States,Bengaluru (India),10000+ employees, $10+ billion (USD) per year,1,1,NA
1093,J P Systems,5.0,"['GA', 'ID', 'IL', 'VA', 'VA', 'FL', 'AZ', 'VA', 'AZ', 'VA', 'UT', 'TX', 'FL']",Bengaluru (India),10000+ employees, $5 to $10 billion (USD) per year,1,1,1
1094,Ritnoa,5.0,United States,"Allen, TX",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
1095,Dynamic ITSolutions,5.0,United States,"Mountain View, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,NA
1096,STORIS,5.0,United States,"San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.7
1097,Guru Technologies,5.0,"['PA', 'PA', 'CA']",NA,NA,NA,NA,NA,2.9
1098,HRMS Solutions,5.0,United States,Pfaffenhofen a. d. Glonn (Germany),201 to 500 employees, Unknown / Non-Applicable,0,1,1.5
1099,Triniti Consulting,5.0,United States,"Ann Arbor, MI",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1100,Koddi,5.0,"['MI', 'TX', 'TX', 'NY', 'CA', 'CA']","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,1, 2.9
1101,Rollbar,5.0,['CA'],"San Francisco, CA",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.9
1102,GreatHorn,5.0,1075 Main st. Suite 210 ,"Woodbine, MD",1 to 50 employees, $5 to $10 million (USD) per year,0,1,3
1103,dv01,5.0,915 Broadway ,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.7
1104,LeanIX,5.0,1 Kingsbury Avenue  ,NA,NA,NA,NA,NA,3.1
1105,SimpleLegal,5.0,"['TX', 'TX', 'CA']","Lexington, MA",1 to 50 employees, $1 to $5 million (USD) per year,0,0,2.6
1106,Mya Systems,5.0,United States,NA,NA,NA,NA,NA,2.8
1107,Stylitics,5.0,United States,"Clifton, VA",1 to 50 employees, $10 to $25 million (USD) per year,0,1,2.8
1108,OneSignal,5.0,2850 S Delaware St. ,NA,NA,NA,NA,NA,2.6
1109,CyberCube,5.0,"58 Maiden Lane, 3rd Floor ",NA,NA,NA,NA,NA,3.4
1110,CobbleStone Software,5.0,"['NJ', 'NJ']","Mount Arlington, NJ",51 to 200 employees, Unknown / Non-Applicable,0,1,3
1111,VELOX Media,5.0,816 W Bannock St Suite 306 ,"Philadelphia, PA",51 to 200 employees, Unknown / Non-Applicable,1,1,3
1112,Sandboxx,5.0,United States,"Boulder, CO",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.5
1113,Phoenix Operations Group,5.0,"['MD', 'MD', 'SC', 'MD', 'VA']","Atlanta, GA",1 to 50 employees, Unknown / Non-Applicable,0,1,1
1114,Unite US,5.0,"['NY', 'OR', 'NC']","Fort Worth, TX",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1115,Productive Power,5.0,United States,"San Francisco, CA",1 to 50 employees, $1 to $5 million (USD) per year,0,0,2.4
1116,Kipsu,5.0,United States,"Waltham, MA",1 to 50 employees, Unknown / Non-Applicable,0,1,2.9
1117,Buoy Health,5.0,United States,"New York, NY",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1118,Tigera,5.0,"['CA', 'CA']",Bonn (Germany),51 to 200 employees, $10 to $25 million (USD) per year,0,1,NA
1119,Guru Technologies,5.0,"['PA', 'PA', 'CA']","Mountain View, CA",51 to 200 employees, $5 to $10 million (USD) per year,0,0,2.9
1120,Guru Technologies,5.0,"['PA', 'PA', 'CA']","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.9
1121,Annkissam,5.0,United States,"New York, NY",1 to 50 employees, $5 to $10 million (USD) per year,0,0,2.8
1122,TruValue Labs,5.0,"660 Mission Street, 4th Floor ","San Mateo, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1123,VELOX Media,5.0,816 W Bannock St Suite 306 ,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1124,Chronicled,5.0,121 Minna St ,"Lindenwold, NJ",51 to 200 employees, Unknown / Non-Applicable,0,1,2.8
1125,Sandboxx,5.0,United States,"Boise, ID",1 to 50 employees, $10 to $25 million (USD) per year,0,1,2.5
1126,Tigera,5.0,"['CA', 'CA']","Arlington, VA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1127,Instabase,5.0,"111 Sutter Street, 9th Floor ","Woodbine, MD",1 to 50 employees, $5 to $10 million (USD) per year,0,1,NA
1128,Fleetsmith,5.0,United States,NA,NA,NA,NA,NA,3.3
1129,Buoy Health,5.0,United States,"Miami Beach, FL",1 to 50 employees, Less than $1 million (USD) per year,0,0, 3.0
1130,Fivetran,5.0,"['CO', 'CA', 'CA']","Minneapolis, MN",51 to 200 employees, $5 to $10 million (USD) per year,0,1,3.1
1131,Network & Security Technologies,5.0,161 North Middletown Road ,"Boston, MA",1 to 50 employees, Less than $1 million (USD) per year,0,1,1
1132,Ad Victoriam Solutions,5.0,"['GA', 'TN', 'NY', 'PA', 'NC']",NA,NA,NA,NA,NA,3
1133,Edgewater Federal Solutions,5.0,"['MD', 'MD']","Philadelphia, PA",51 to 200 employees, Unknown / Non-Applicable,1,1,3
1134,Juniper Square,5.0,"['TX', 'CA']","Philadelphia, PA",51 to 200 employees, Unknown / Non-Applicable,1,1,2.9
1135,Triniti Consulting,5.0,United States,"Boston, MA",51 to 200 employees, $5 to $10 million (USD) per year,0,1,3
1136,Table XI,5.0,United States,"San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1137,Matroid,5.0,3239 El Camino Real #310 ,NA,NA,NA,NA,NA,NA
1138,YOP IT Solutions,5.0,16 The  Green  ,"Boise, ID",1 to 50 employees, $10 to $25 million (USD) per year,0,1,4
1139,Superhuman,5.0,"465 California St, Suite 1200 ","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,1,3.1
1140,LeanIX,5.0,1 Kingsbury Avenue  ,"Arlington, VA",1 to 50 employees, Unknown / Non-Applicable,0,0,3.1
1141,Abacus Insights,5.0,"['MA', 'NY']",NA,NA,NA,NA,NA,2.8
1142,MANTL,5.0,United States,NA,NA,NA,NA,NA,3
1143,CaptivateIQ,5.0,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1144,Socio,5.0,United States,"Boston, MA",1 to 50 employees, Less than $1 million (USD) per year,0,1,NA
1145,Airkit,5.0,200 California Ave.  ,"Oakland, CA",201 to 500 employees, $10 to $25 million (USD) per year,0,0,3.5
1146,Rubica,5.0,"['WA', 'CA']","Pearl River, NY",1 to 50 employees, $5 to $10 million (USD) per year,0,1,3.2
1147,CyberCube,5.0,"58 Maiden Lane, 3rd Floor ","Alpharetta, GA",51 to 200 employees, Unknown / Non-Applicable,0,1,3.4
1148,Groove,5.0,United States,"Frederick, MD",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.7
1149,Instabase,5.0,"111 Sutter Street, 9th Floor ","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,NA
1150,Unite US,5.0,"['NY', 'OR', 'NC']","Atlanta, GA",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
1151,MANTL,5.0,United States,"Chicago, IL",1 to 50 employees, $5 to $10 million (USD) per year,0,0,3
1152,Socio,5.0,United States,"Palo Alto, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1153,CaptivateIQ,5.0,United States,NA,NA,NA,NA,NA,NA
1154,Rubica,5.0,"['WA', 'CA']","Dover, DE",51 to 200 employees, Unknown / Non-Applicable,0,0, 3.2
1155,Possible Finance,5.0,United States,"San Francisco, CA",1 to 50 employees, $1 to $5 million (USD) per year,0,0,NA
1156,Airkit,5.0,200 California Ave.  ,Bonn (Germany),51 to 200 employees, $10 to $25 million (USD) per year,0,1,3.5
1157,Agiloft,5.0,United States,"Boston, MA",51 to 200 employees, Unknown / Non-Applicable,0,0,3.2
1158,Front,5.0,"['AZ', 'CA']","New York, NY",1 to 50 employees, Unknown / Non-Applicable,0,0,2.8
1159,Zilker Partners,5.0,United States,NA,NA,NA,NA,NA,NA
1160,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3.3
1161,Microsoft,4.3,"['WA', 'WA', 'WA', 'MA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'CA', 'NC', 'WA', 'WA', 'WA', 'CA', 'CA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'WA']","Palo Alto, CA",1 to 50 employees, Unknown / Non-Applicable,0,1,3.1
1162,Cisco Systems,4.2,"['NC', 'CA', 'CA', 'NC', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'NC', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']","Kirkland, WA",1 to 50 employees, Unknown / Non-Applicable,0,1,3
1163,Intel Corporation,4.1,"['OR', 'OR', 'CA', 'AZ', 'CA', 'CA', 'AZ', 'Mexico', 'OR', 'AZ', 'CA', 'CA', 'OR', 'CA', 'AZ', 'OR', 'AZ', 'NM', 'CA', 'CA', 'Costa Rica', 'CA', 'AZ', 'CA', 'AZ']","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1164,Apple,4.1,"['TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA']","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1165,Amazon,3.9,"['WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'VA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA']",NA,NA,NA,NA,NA,3
1166,IBM,3.8,"['VA', 'VA', 'VA', 'MD', 'VA', 'VA', 'VA', 'VA', 'MD', 'MD', 'MD', 'VA', 'MD', 'VA', 'VA', 'MD', 'NY', 'NC', 'VA', 'MD', 'MD', 'VA', 'VA', 'DC', 'VA']",NA,NA,NA,NA,NA, 2.8
1167,Tata Consultancy Services,3.7,"['GA', 'NJ', 'IL', 'NJ', 'NY', 'NC', 'IL', 'OH', 'OH', 'NJ', 'NJ', 'NJ', 'TX', 'FL', 'NJ', 'NJ', 'NJ', 'MN', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NJ', 'AZ', 'NJ', 'NJ', 'TX', 'CA', 'IL', 'NJ', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ']","New York, NY",1 to 50 employees, Unknown / Non-Applicable,0,0,2.7
1168,Infosys,3.1,"['NY', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'MS', 'PA', 'TN', 'TX', 'NJ', 'NY', 'NY', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'CA', 'NY']",NA,NA,NA,NA,NA,2.6
1169,Wipro,2.9,"['GA', 'MA', 'OH', 'CA', 'OH', 'TX', 'TX', 'CA', 'MN', 'CA', 'NY', 'CA', 'MA', 'MN', 'VA', 'CA', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,2.8
1170,AppsChopper,5.0,"['MA', 'CA', 'NY', 'MA']","Kirkland, WA",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
1171,XOR,5.0,"540 Howard Street, 2nd Floor #11 ","Seattle, WA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.3
1172,Byteware,5.0,United States,NA,NA,NA,NA,NA,NA
1173,Neverware,5.0,United States,"Palo Alto, CA",1 to 50 employees, Unknown / Non-Applicable,0,1,3.7
1174,CollabraSpace,5.0,['MD'],"Redwood City, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2
1175,Bravo Pawn Systems,5.0,United States,"San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,1,0,NA
1176,AIS (NV),5.0,United States,"Austin, TX",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1177,Capacity,5.0,"['NY', 'MO']",NA,NA,NA,NA,NA,NA
1178,Fleetio,5.0,"1900 2nd Ave North, Suite 300 ","Mountain View, CA",10000+ employees, $10+ billion (USD) per year,1,1,2.6
1179,Scalyr,5.0,"101 S San Mateo Drive, 4th Floor ","Redmond, WA",10000+ employees, $10+ billion (USD) per year,1,1,2.7
1180,LogicGate,5.0,United States,"San Jose, CA",10000+ employees, $10+ billion (USD) per year,1,1,2.6
1181,Blueshift,5.0,"['NC', 'CA']","Santa Clara, CA",10000+ employees, $10+ billion (USD) per year,1,1,2
1182,Harness,5.0,"['TX', 'CA', 'CA']","Cupertino, CA",10000+ employees, $10+ billion (USD) per year,1,1,3.4
1183,Configure One,5.0,United States,"Seattle, WA",10000+ employees, $10+ billion (USD) per year,1,1,3.1
1184,DealCloud,5.0,"['NC', 'IL', 'NJ', 'NJ', 'CA']","Armonk, NY",10000+ employees, $10+ billion (USD) per year,0,1,3
1185,Flockjay,5.0,United States,Mumbai (India),10000+ employees, $10+ billion (USD) per year,1,1,1
1186,rideOS,5.0,United States,Bengaluru (India),10000+ employees, $10+ billion (USD) per year,1,1,2.9
1187,Computronix,5.0,United States,Bengaluru (India),10000+ employees, $5 to $10 billion (USD) per year,1,1,2.9
1188,Counterpoint Consulting,5.0,United States,"New York, NY",51 to 200 employees, Less than $1 million (USD) per year,0,0,2.8
1189,Atrilogy Solutions Group,4.9,"['CO', 'CA', 'CA', 'AZ', 'WA']",NA,NA,NA,NA,NA,2.9
1190,Computronix,5.0,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.9
1191,FrogSlayer,4.9,"['TX', 'TX']",NA,NA,NA,NA,NA,3
1192,AlertMedia,5.0,901 S MoPac Expy building 3 suite 400 ,"New York, NY",1 to 50 employees, $1 to $5 million (USD) per year,0,1,2.8
1193,Aptonet,4.9,"1140 Hightower trail, Suite 200  ","Annapolis Junction, MD",51 to 200 employees, $10 to $25 million (USD) per year,0,1,-
1194,Red Alpha,4.9,"['MD', 'MD']",NA,NA,NA,NA,NA,3
1195,Grammarly,5.0,United States,"North Las Vegas, NV",51 to 200 employees, $25 to $50 million (USD) per year,0,0,2.9
1196,Rigor,4.9,United States,"Saint Louis, MO",51 to 200 employees, Unknown / Non-Applicable,0,0, 3.1
1197,Modern Tribe,5.0,United States,NA,NA,NA,NA,NA,3
1198,J2 Interactive,5.0,2 Thirteenth Street ,"Birmingham, AL",51 to 200 employees, $5 to $10 million (USD) per year,0,0,3.3
1199,Simpplr,5.0,"100 Marine Pkwy, Ste 250 ","San Mateo, CA",1 to 50 employees, Unknown / Non-Applicable,0,1,3.4
1200,Simpplr,5.0,"100 Marine Pkwy, Ste 250 ","Chicago, IL",51 to 200 employees, Unknown / Non-Applicable,0,0, 3.4
1201,RFMS,5.0,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1202,Nova Credit,4.9,United States,"San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,0,0,2.9
1203,GitPrime,4.9,835 Main Ave ,"Oak Brook, IL",51 to 200 employees, Unknown / Non-Applicable,0,0,2.7
1204,KirkpatrickPrice,4.9,United States,"Jersey City, NJ",51 to 200 employees, Unknown / Non-Applicable,0,0,4
1205,Chili Piper,4.9,United States,"San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,3.3
1206,Brilliant Infotech,4.9,"['NJ', 'NJ']","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,3.5
1207,Seeq,4.9,United States,"Edmonton, AB (Canada)",51 to 200 employees, $25 to $50 million (USD) per year,0,0,2.5
1208,Backblaze,4.9,United States,"Vienna, VA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1209,SweetLabs,4.9,United States,"Irvine, CA",51 to 200 employees, $25 to $50 million (USD) per year,0,0,2.9
1210,Chili Piper,4.9,United States,"Edmonton, AB (Canada)",51 to 200 employees, $25 to $50 million (USD) per year,0,0,3.3
1211,GitPrime,4.9,835 Main Ave ,"College Station, TX",51 to 200 employees, $5 to $10 million (USD) per year,0,1,2.7
1212,Nova Credit,4.9,United States,"Austin, TX",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
1213,Backblaze,4.9,United States,"Atlanta, GA",201 to 500 employees, Unknown / Non-Applicable,0,0,NA
1214,Zudy,4.9,"['FL', 'MA']","Annapolis Junction, MD",51 to 200 employees, Unknown / Non-Applicable,0,0,2.3
1215,Hotjar,4.9,United States,"San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,0,1,3.5
1216,Expel,4.9,"12950 Worldgate Drive, Suite 200 ","Atlanta, GA",1 to 50 employees, Unknown / Non-Applicable,0,1,2.8
1217,NeuraFlash,4.9,"['MA', 'MA']","Santa Cruz, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,NA
1218,Corporate Tools,4.9,784 South Clearwater Loop ,"Charlestown, MA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.5
1219,Opex Analytics,4.9,"['GA', 'IL', 'NY', 'CA']","Redwood City, CA",51 to 200 employees, $10 to $25 million (USD) per year,0,0,3.3
1220,Stackla,4.9,"['TX', 'NY', 'CA']","Redwood City, CA",51 to 200 employees, $10 to $25 million (USD) per year,0,0,3
1221,NeuraFlash,4.9,"['MA', 'MA']","Tuscaloosa, AL",51 to 200 employees, $10 to $25 million (USD) per year,0,0,NA
1222,Corporate Tools,4.9,784 South Clearwater Loop ,NA,NA,NA,NA,NA,2.5
1223,Zennify,4.9,"['ID', 'ID', 'CA']","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.6
1224,Opex Analytics,4.9,"['GA', 'IL', 'NY', 'CA']","Durango, CO",51 to 200 employees, Unknown / Non-Applicable,0,1,3.3
1225,Avlino,4.9,United States,"Nashville, TN",51 to 200 employees, Unknown / Non-Applicable,0,0,2.3
1226,Zudy,4.9,"['FL', 'MA']","Brooklyn, NY",1 to 50 employees, $1 to $5 million (USD) per year,0,0,2.3
1227,Hotjar,4.9,United States,"Edison, NJ",51 to 200 employees, $5 to $10 million (USD) per year,0,0,3.5
1228,ChartIQ,4.9,"['VA', 'NY']","Seattle, WA",51 to 200 employees, $1 to $5 million (USD) per year,0,1,2
1229,RevUnit,4.9,"['AR', 'NV']","San Mateo, CA",51 to 200 employees, $25 to $50 million (USD) per year,0,0, 2.8
1230,Zennify,4.9,"['ID', 'ID', 'CA']",NA,NA,NA,NA,NA,2.6
1231,RevUnit,4.9,"['AR', 'NV']","San Diego, CA",1 to 50 employees, $25 to $50 million (USD) per year,0,1,2.8
1232,CoNetrix,4.9,United States,"Brooklyn, NY",1 to 50 employees, $1 to $5 million (USD) per year,0,0,4
1233,Plum Group,4.9,United States,"Durango, CO",51 to 200 employees, Unknown / Non-Applicable,0,1, 2.0
1234,Numetric,4.9,14183 Minuteman Drive #100 ,"San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.7
1235,SchoolAdmin,4.9,United States,"San Mateo, CA",51 to 200 employees, $25 to $50 million (USD) per year,0,0, 4.0
1236,LogiSolve,4.9,United States,NA,NA,NA,NA,NA,3
1237,Mavens,4.9,"['MA', 'IL']","Miami Beach, FL",51 to 200 employees, Unknown / Non-Applicable,0,0,3.9
1238,AXIA Consulting,4.9,"1391 W 5th Ave Ste 320 Columbus, Ohio, 43212-2902, United States",San Ġiljan (Malta),51 to 200 employees, Unknown / Non-Applicable,0,1,2.5
1239,Wiredrive,4.9,United States,"Herndon, VA",51 to 200 employees, $25 to $50 million (USD) per year,0,1,3.3
1240,Data Masons Software,4.9,United States,"Boston, MA",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1241,Airtame,4.9,"['NY', 'NY']",NA,NA,NA,NA,NA,3.2
1242,Torrent Consulting,4.9,"['MI', 'VA', 'NC', 'MO']","Post Falls, ID",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1243,Cognistx,4.9,625 Liberty Ave ,"Chicago, IL",51 to 200 employees, Unknown / Non-Applicable,0,1,2.8
1244,Chatbooks,4.9,382 Park Circle ,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
1245,ENAVATE,4.9,United States,"Boston, MA",51 to 200 employees, Unknown / Non-Applicable,0,0, 3.2
1246,Directly,4.9,333 Bryant Street ,NA,NA,NA,NA,NA,3
1247,Zylo,4.9,55 Monument Circle ,"Post Falls, ID",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1248,Apprenda,4.9,United States,"Meridian, ID",51 to 200 employees, Unknown / Non-Applicable,0,0,3.8
1249,GoCo.io,4.9,United States,"Chicago, IL",51 to 200 employees, Unknown / Non-Applicable,0,1,2.8
1250,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']","Holmdel, NJ",1 to 50 employees, Less than $1 million (USD) per year,0,1,3.3
1251,Microsoft,4.3,"['WA', 'WA', 'WA', 'MA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'CA', 'NC', 'WA', 'WA', 'WA', 'CA', 'CA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'WA']","Miami Beach, FL",51 to 200 employees, Unknown / Non-Applicable,0,0,3.1
1252,Cisco Systems,4.2,"['NC', 'CA', 'CA', 'NC', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'NC', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']",San Ġiljan (Malta),51 to 200 employees, Unknown / Non-Applicable,0,1,3
1253,Intel Corporation,4.1,"['OR', 'OR', 'CA', 'AZ', 'CA', 'CA', 'AZ', 'Mexico', 'OR', 'AZ', 'CA', 'CA', 'OR', 'CA', 'AZ', 'OR', 'AZ', 'NM', 'CA', 'CA', 'Costa Rica', 'CA', 'AZ', 'CA', 'AZ']","Charlottesville, VA",1 to 50 employees, Unknown / Non-Applicable,0,0,3
